"inventory_id";"film_id";"store_id";"last_update"
56;11;1;"2017-09-22 10:28:48"
57;11;2;"2017-09-22 10:28:48"
58;11;2;"2017-09-22 10:28:48"
59;11;2;"2017-09-22 10:28:48"
60;12;1;"2017-09-22 10:28:48"
61;12;1;"2017-09-22 10:28:48"
62;12;1;"2017-09-22 10:28:48"
63;12;2;"2017-09-22 10:28:48"
64;12;2;"2017-09-22 10:28:48"
65;12;2;"2017-09-22 10:28:48"
66;12;2;"2017-09-22 10:28:48"
67;13;2;"2017-09-22 10:28:48"
68;13;2;"2017-09-22 10:28:48"
69;13;2;"2017-09-22 10:28:48"
70;13;2;"2017-09-22 10:28:48"
71;15;1;"2017-09-22 10:28:48"
72;15;1;"2017-09-22 10:28:48"
73;15;2;"2017-09-22 10:28:48"
74;15;2;"2017-09-22 10:28:48"
75;15;2;"2017-09-22 10:28:48"
76;15;2;"2017-09-22 10:28:48"
77;16;1;"2017-09-22 10:28:48"
78;16;1;"2017-09-22 10:28:48"
79;16;2;"2017-09-22 10:28:48"
80;16;2;"2017-09-22 10:28:48"
81;17;1;"2017-09-22 10:28:48"
82;17;1;"2017-09-22 10:28:48"
83;17;1;"2017-09-22 10:28:48"
84;17;2;"2017-09-22 10:28:48"
85;17;2;"2017-09-22 10:28:48"
86;17;2;"2017-09-22 10:28:48"
87;18;1;"2017-09-22 10:28:48"
88;18;1;"2017-09-22 10:28:48"
89;18;1;"2017-09-22 10:28:48"
90;18;2;"2017-09-22 10:28:48"
91;18;2;"2017-09-22 10:28:48"
92;18;2;"2017-09-22 10:28:48"
93;19;1;"2017-09-22 10:28:48"
94;19;1;"2017-09-22 10:28:48"
95;19;1;"2017-09-22 10:28:48"
96;19;1;"2017-09-22 10:28:48"
97;19;2;"2017-09-22 10:28:48"
98;19;2;"2017-09-22 10:28:48"
99;20;1;"2017-09-22 10:28:48"
100;20;1;"2017-09-22 10:28:48"
101;20;1;"2017-09-22 10:28:48"
102;21;1;"2017-09-22 10:28:48"
103;21;1;"2017-09-22 10:28:48"
104;21;2;"2017-09-22 10:28:48"
105;21;2;"2017-09-22 10:28:48"
106;21;2;"2017-09-22 10:28:48"
107;21;2;"2017-09-22 10:28:48"
108;22;1;"2017-09-22 10:28:48"
109;22;1;"2017-09-22 10:28:48"
110;22;1;"2017-09-22 10:28:48"
111;22;1;"2017-09-22 10:28:48"
112;22;2;"2017-09-22 10:28:48"
113;22;2;"2017-09-22 10:28:48"
114;22;2;"2017-09-22 10:28:48"
115;23;1;"2017-09-22 10:28:48"
116;23;1;"2017-09-22 10:28:48"
117;23;1;"2017-09-22 10:28:48"
118;23;2;"2017-09-22 10:28:48"
119;23;2;"2017-09-22 10:28:48"
120;24;1;"2017-09-22 10:28:48"
121;24;1;"2017-09-22 10:28:48"
122;24;1;"2017-09-22 10:28:48"
123;24;1;"2017-09-22 10:28:48"
124;25;1;"2017-09-22 10:28:48"
125;25;1;"2017-09-22 10:28:48"
126;25;1;"2017-09-22 10:28:48"
127;25;1;"2017-09-22 10:28:48"
128;25;2;"2017-09-22 10:28:48"
129;25;2;"2017-09-22 10:28:48"
130;26;1;"2017-09-22 10:28:48"
131;26;1;"2017-09-22 10:28:48"
132;26;2;"2017-09-22 10:28:48"
133;26;2;"2017-09-22 10:28:48"
134;26;2;"2017-09-22 10:28:48"
135;27;1;"2017-09-22 10:28:48"
136;27;1;"2017-09-22 10:28:48"
137;27;1;"2017-09-22 10:28:48"
138;27;1;"2017-09-22 10:28:48"
139;28;1;"2017-09-22 10:28:48"
140;28;1;"2017-09-22 10:28:48"
141;28;1;"2017-09-22 10:28:48"
142;29;1;"2017-09-22 10:28:48"
143;29;1;"2017-09-22 10:28:48"
144;30;1;"2017-09-22 10:28:48"
145;30;1;"2017-09-22 10:28:48"
146;31;1;"2017-09-22 10:28:48"
147;31;1;"2017-09-22 10:28:48"
148;31;1;"2017-09-22 10:28:48"
149;31;1;"2017-09-22 10:28:48"
150;31;2;"2017-09-22 10:28:48"
151;31;2;"2017-09-22 10:28:48"
152;31;2;"2017-09-22 10:28:48"
153;31;2;"2017-09-22 10:28:48"
154;32;2;"2017-09-22 10:28:48"
155;32;2;"2017-09-22 10:28:48"
156;34;2;"2017-09-22 10:28:48"
157;34;2;"2017-09-22 10:28:48"
158;34;2;"2017-09-22 10:28:48"
159;34;2;"2017-09-22 10:28:48"
160;35;1;"2017-09-22 10:28:48"
161;35;1;"2017-09-22 10:28:48"
162;35;1;"2017-09-22 10:28:48"
163;35;1;"2017-09-22 10:28:48"
164;35;2;"2017-09-22 10:28:48"
165;35;2;"2017-09-22 10:28:48"
166;35;2;"2017-09-22 10:28:48"
167;37;1;"2017-09-22 10:28:48"
168;37;1;"2017-09-22 10:28:48"
169;37;1;"2017-09-22 10:28:48"
170;37;1;"2017-09-22 10:28:48"
171;37;2;"2017-09-22 10:28:48"
172;37;2;"2017-09-22 10:28:48"
173;37;2;"2017-09-22 10:28:48"
174;39;1;"2017-09-22 10:28:48"
175;39;1;"2017-09-22 10:28:48"
176;39;1;"2017-09-22 10:28:48"
177;39;2;"2017-09-22 10:28:48"
178;39;2;"2017-09-22 10:28:48"
179;39;2;"2017-09-22 10:28:48"
180;39;2;"2017-09-22 10:28:48"
181;40;2;"2017-09-22 10:28:48"
182;40;2;"2017-09-22 10:28:48"
183;40;2;"2017-09-22 10:28:48"
184;40;2;"2017-09-22 10:28:48"
185;42;2;"2017-09-22 10:28:48"
186;42;2;"2017-09-22 10:28:48"
187;42;2;"2017-09-22 10:28:48"
188;42;2;"2017-09-22 10:28:48"
189;43;1;"2017-09-22 10:28:48"
190;43;1;"2017-09-22 10:28:48"
191;43;1;"2017-09-22 10:28:48"
192;43;2;"2017-09-22 10:28:48"
193;43;2;"2017-09-22 10:28:48"
194;43;2;"2017-09-22 10:28:48"
195;43;2;"2017-09-22 10:28:48"
196;44;1;"2017-09-22 10:28:48"
197;44;1;"2017-09-22 10:28:48"
198;44;2;"2017-09-22 10:28:48"
199;44;2;"2017-09-22 10:28:48"
200;44;2;"2017-09-22 10:28:48"
201;45;1;"2017-09-22 10:28:48"
202;45;1;"2017-09-22 10:28:48"
203;45;1;"2017-09-22 10:28:48"
204;45;1;"2017-09-22 10:28:48"
205;45;2;"2017-09-22 10:28:48"
206;45;2;"2017-09-22 10:28:48"
207;46;2;"2017-09-22 10:28:48"
208;46;2;"2017-09-22 10:28:48"
209;46;2;"2017-09-22 10:28:48"
210;47;2;"2017-09-22 10:28:48"
211;47;2;"2017-09-22 10:28:48"
212;48;1;"2017-09-22 10:28:48"
213;48;1;"2017-09-22 10:28:48"
214;48;2;"2017-09-22 10:28:48"
215;48;2;"2017-09-22 10:28:48"
216;49;1;"2017-09-22 10:28:48"
217;49;1;"2017-09-22 10:28:48"
218;49;1;"2017-09-22 10:28:48"
219;49;2;"2017-09-22 10:28:48"
220;49;2;"2017-09-22 10:28:48"
221;49;2;"2017-09-22 10:28:48"
222;50;1;"2017-09-22 10:28:48"
223;50;1;"2017-09-22 10:28:48"
224;50;1;"2017-09-22 10:28:48"
225;50;2;"2017-09-22 10:28:48"
226;50;2;"2017-09-22 10:28:48"
227;51;1;"2017-09-22 10:28:48"
228;51;1;"2017-09-22 10:28:48"
229;51;2;"2017-09-22 10:28:48"
230;51;2;"2017-09-22 10:28:48"
231;51;2;"2017-09-22 10:28:48"
232;51;2;"2017-09-22 10:28:48"
233;52;2;"2017-09-22 10:28:48"
234;52;2;"2017-09-22 10:28:48"
235;53;1;"2017-09-22 10:28:48"
236;53;1;"2017-09-22 10:28:48"
237;54;1;"2017-09-22 10:28:48"
238;54;1;"2017-09-22 10:28:48"
239;54;1;"2017-09-22 10:28:48"
240;54;2;"2017-09-22 10:28:48"
241;54;2;"2017-09-22 10:28:48"
242;55;1;"2017-09-22 10:28:48"
243;55;1;"2017-09-22 10:28:48"
244;55;1;"2017-09-22 10:28:48"
245;55;1;"2017-09-22 10:28:48"
246;55;2;"2017-09-22 10:28:48"
247;55;2;"2017-09-22 10:28:48"
248;56;1;"2017-09-22 10:28:48"
249;56;1;"2017-09-22 10:28:48"
250;56;1;"2017-09-22 10:28:48"
251;56;2;"2017-09-22 10:28:48"
252;56;2;"2017-09-22 10:28:48"
253;57;1;"2017-09-22 10:28:48"
254;57;1;"2017-09-22 10:28:48"
255;57;1;"2017-09-22 10:28:48"
256;57;1;"2017-09-22 10:28:48"
257;57;2;"2017-09-22 10:28:48"
258;57;2;"2017-09-22 10:28:48"
259;57;2;"2017-09-22 10:28:48"
260;58;2;"2017-09-22 10:28:48"
261;58;2;"2017-09-22 10:28:48"
262;58;2;"2017-09-22 10:28:48"
263;58;2;"2017-09-22 10:28:48"
264;59;1;"2017-09-22 10:28:48"
265;59;1;"2017-09-22 10:28:48"
266;59;1;"2017-09-22 10:28:48"
267;59;2;"2017-09-22 10:28:48"
268;59;2;"2017-09-22 10:28:48"
269;60;1;"2017-09-22 10:28:48"
270;60;1;"2017-09-22 10:28:48"
271;60;1;"2017-09-22 10:28:48"
272;61;1;"2017-09-22 10:28:48"
273;61;1;"2017-09-22 10:28:48"
274;61;1;"2017-09-22 10:28:48"
275;61;1;"2017-09-22 10:28:48"
276;61;2;"2017-09-22 10:28:48"
277;61;2;"2017-09-22 10:28:48"
278;62;2;"2017-09-22 10:28:48"
279;62;2;"2017-09-22 10:28:48"
280;63;1;"2017-09-22 10:28:48"
281;63;1;"2017-09-22 10:28:48"
282;63;2;"2017-09-22 10:28:48"
283;63;2;"2017-09-22 10:28:48"
284;64;2;"2017-09-22 10:28:48"
285;64;2;"2017-09-22 10:28:48"
286;64;2;"2017-09-22 10:28:48"
287;65;2;"2017-09-22 10:28:48"
288;65;2;"2017-09-22 10:28:48"
289;65;2;"2017-09-22 10:28:48"
290;65;2;"2017-09-22 10:28:48"
291;66;1;"2017-09-22 10:28:48"
292;66;1;"2017-09-22 10:28:48"
293;66;1;"2017-09-22 10:28:48"
294;67;1;"2017-09-22 10:28:48"
295;67;1;"2017-09-22 10:28:48"
296;67;2;"2017-09-22 10:28:48"
297;67;2;"2017-09-22 10:28:48"
298;67;2;"2017-09-22 10:28:48"
299;67;2;"2017-09-22 10:28:48"
300;68;1;"2017-09-22 10:28:48"
301;68;1;"2017-09-22 10:28:48"
302;68;2;"2017-09-22 10:28:48"
303;68;2;"2017-09-22 10:28:48"
304;69;1;"2017-09-22 10:28:48"
305;69;1;"2017-09-22 10:28:48"
306;69;1;"2017-09-22 10:28:48"
307;69;1;"2017-09-22 10:28:48"
308;69;2;"2017-09-22 10:28:48"
309;69;2;"2017-09-22 10:28:48"
310;69;2;"2017-09-22 10:28:48"
311;69;2;"2017-09-22 10:28:48"
312;70;1;"2017-09-22 10:28:48"
313;70;1;"2017-09-22 10:28:48"
314;70;2;"2017-09-22 10:28:48"
315;70;2;"2017-09-22 10:28:48"
316;71;2;"2017-09-22 10:28:48"
317;71;2;"2017-09-22 10:28:48"
318;71;2;"2017-09-22 10:28:48"
319;71;2;"2017-09-22 10:28:48"
320;72;1;"2017-09-22 10:28:48"
321;72;1;"2017-09-22 10:28:48"
322;72;1;"2017-09-22 10:28:48"
323;72;1;"2017-09-22 10:28:48"
324;72;2;"2017-09-22 10:28:48"
325;72;2;"2017-09-22 10:28:48"
326;73;1;"2017-09-22 10:28:48"
327;73;1;"2017-09-22 10:28:48"
328;73;1;"2017-09-22 10:28:48"
329;73;1;"2017-09-22 10:28:48"
330;73;2;"2017-09-22 10:28:48"
331;73;2;"2017-09-22 10:28:48"
332;73;2;"2017-09-22 10:28:48"
333;73;2;"2017-09-22 10:28:48"
334;74;1;"2017-09-22 10:28:48"
335;74;1;"2017-09-22 10:28:48"
336;74;1;"2017-09-22 10:28:48"
337;74;2;"2017-09-22 10:28:48"
338;74;2;"2017-09-22 10:28:48"
339;75;2;"2017-09-22 10:28:48"
340;75;2;"2017-09-22 10:28:48"
341;75;2;"2017-09-22 10:28:48"
342;76;1;"2017-09-22 10:28:48"
343;76;1;"2017-09-22 10:28:48"
344;76;1;"2017-09-22 10:28:48"
345;77;1;"2017-09-22 10:28:48"
346;77;1;"2017-09-22 10:28:48"
347;77;1;"2017-09-22 10:28:48"
348;77;1;"2017-09-22 10:28:48"
349;77;2;"2017-09-22 10:28:48"
350;77;2;"2017-09-22 10:28:48"
351;78;1;"2017-09-22 10:28:48"
352;78;1;"2017-09-22 10:28:48"
353;78;1;"2017-09-22 10:28:48"
354;78;2;"2017-09-22 10:28:48"
355;78;2;"2017-09-22 10:28:48"
356;78;2;"2017-09-22 10:28:48"
357;78;2;"2017-09-22 10:28:48"
358;79;1;"2017-09-22 10:28:48"
359;79;1;"2017-09-22 10:28:48"
360;79;1;"2017-09-22 10:28:48"
361;79;2;"2017-09-22 10:28:48"
362;79;2;"2017-09-22 10:28:48"
363;79;2;"2017-09-22 10:28:48"
364;80;1;"2017-09-22 10:28:48"
365;80;1;"2017-09-22 10:28:48"
366;80;1;"2017-09-22 10:28:48"
367;80;1;"2017-09-22 10:28:48"
368;81;1;"2017-09-22 10:28:48"
369;81;1;"2017-09-22 10:28:48"
370;81;1;"2017-09-22 10:28:48"
371;81;1;"2017-09-22 10:28:48"
372;82;1;"2017-09-22 10:28:48"
373;82;1;"2017-09-22 10:28:48"
374;83;1;"2017-09-22 10:28:48"
375;83;1;"2017-09-22 10:28:48"
376;83;1;"2017-09-22 10:28:48"
377;83;2;"2017-09-22 10:28:48"
378;83;2;"2017-09-22 10:28:48"
379;84;1;"2017-09-22 10:28:48"
380;84;1;"2017-09-22 10:28:48"
381;84;1;"2017-09-22 10:28:48"
382;84;1;"2017-09-22 10:28:48"
383;85;2;"2017-09-22 10:28:48"
384;85;2;"2017-09-22 10:28:48"
385;85;2;"2017-09-22 10:28:48"
386;85;2;"2017-09-22 10:28:48"
387;86;1;"2017-09-22 10:28:48"
388;86;1;"2017-09-22 10:28:48"
389;86;1;"2017-09-22 10:28:48"
390;86;1;"2017-09-22 10:28:48"
391;86;2;"2017-09-22 10:28:48"
392;86;2;"2017-09-22 10:28:48"
393;86;2;"2017-09-22 10:28:48"
394;86;2;"2017-09-22 10:28:48"
395;88;2;"2017-09-22 10:28:48"
396;88;2;"2017-09-22 10:28:48"
397;88;2;"2017-09-22 10:28:48"
398;88;2;"2017-09-22 10:28:48"
399;89;1;"2017-09-22 10:28:48"
400;89;1;"2017-09-22 10:28:48"
401;89;1;"2017-09-22 10:28:48"
402;89;2;"2017-09-22 10:28:48"
403;89;2;"2017-09-22 10:28:48"
404;89;2;"2017-09-22 10:28:48"
405;90;1;"2017-09-22 10:28:48"
406;90;1;"2017-09-22 10:28:48"
407;90;1;"2017-09-22 10:28:48"
408;90;2;"2017-09-22 10:28:48"
409;90;2;"2017-09-22 10:28:48"
410;90;2;"2017-09-22 10:28:48"
411;91;1;"2017-09-22 10:28:48"
412;91;1;"2017-09-22 10:28:48"
413;91;1;"2017-09-22 10:28:48"
414;91;1;"2017-09-22 10:28:48"
415;91;2;"2017-09-22 10:28:48"
416;91;2;"2017-09-22 10:28:48"
417;91;2;"2017-09-22 10:28:48"
418;91;2;"2017-09-22 10:28:48"
419;92;1;"2017-09-22 10:28:48"
420;92;1;"2017-09-22 10:28:48"
421;92;2;"2017-09-22 10:28:48"
422;92;2;"2017-09-22 10:28:48"
423;93;2;"2017-09-22 10:28:48"
424;93;2;"2017-09-22 10:28:48"
425;93;2;"2017-09-22 10:28:48"
426;94;1;"2017-09-22 10:28:48"
427;94;1;"2017-09-22 10:28:48"
428;95;1;"2017-09-22 10:28:48"
429;95;1;"2017-09-22 10:28:48"
430;95;2;"2017-09-22 10:28:48"
431;95;2;"2017-09-22 10:28:48"
432;95;2;"2017-09-22 10:28:48"
433;96;1;"2017-09-22 10:28:48"
434;96;1;"2017-09-22 10:28:48"
435;96;1;"2017-09-22 10:28:48"
436;97;1;"2017-09-22 10:28:48"
437;97;1;"2017-09-22 10:28:48"
438;97;1;"2017-09-22 10:28:48"
439;97;1;"2017-09-22 10:28:48"
440;97;2;"2017-09-22 10:28:48"
441;97;2;"2017-09-22 10:28:48"
442;98;1;"2017-09-22 10:28:48"
443;98;1;"2017-09-22 10:28:48"
444;98;1;"2017-09-22 10:28:48"
445;99;1;"2017-09-22 10:28:48"
446;99;1;"2017-09-22 10:28:48"
447;99;1;"2017-09-22 10:28:48"
448;99;2;"2017-09-22 10:28:48"
449;99;2;"2017-09-22 10:28:48"
450;99;2;"2017-09-22 10:28:48"
451;100;1;"2017-09-22 10:28:48"
452;100;1;"2017-09-22 10:28:48"
453;100;1;"2017-09-22 10:28:48"
454;100;1;"2017-09-22 10:28:48"
455;100;2;"2017-09-22 10:28:48"
456;100;2;"2017-09-22 10:28:48"
457;101;1;"2017-09-22 10:28:48"
458;101;1;"2017-09-22 10:28:48"
459;101;1;"2017-09-22 10:28:48"
460;101;1;"2017-09-22 10:28:48"
461;101;2;"2017-09-22 10:28:48"
462;101;2;"2017-09-22 10:28:48"
463;102;2;"2017-09-22 10:28:48"
464;102;2;"2017-09-22 10:28:48"
465;103;1;"2017-09-22 10:28:48"
466;103;1;"2017-09-22 10:28:48"
467;103;1;"2017-09-22 10:28:48"
468;103;1;"2017-09-22 10:28:48"
469;103;2;"2017-09-22 10:28:48"
470;103;2;"2017-09-22 10:28:48"
471;103;2;"2017-09-22 10:28:48"
472;103;2;"2017-09-22 10:28:48"
473;104;2;"2017-09-22 10:28:48"
474;104;2;"2017-09-22 10:28:48"
475;104;2;"2017-09-22 10:28:48"
476;105;1;"2017-09-22 10:28:48"
477;105;1;"2017-09-22 10:28:48"
478;105;2;"2017-09-22 10:28:48"
479;105;2;"2017-09-22 10:28:48"
480;105;2;"2017-09-22 10:28:48"
481;106;1;"2017-09-22 10:28:48"
482;106;1;"2017-09-22 10:28:48"
483;107;2;"2017-09-22 10:28:48"
484;107;2;"2017-09-22 10:28:48"
485;109;1;"2017-09-22 10:28:48"
486;109;1;"2017-09-22 10:28:48"
487;109;1;"2017-09-22 10:28:48"
488;109;1;"2017-09-22 10:28:48"
489;109;2;"2017-09-22 10:28:48"
490;109;2;"2017-09-22 10:28:48"
491;109;2;"2017-09-22 10:28:48"
492;109;2;"2017-09-22 10:28:48"
493;110;1;"2017-09-22 10:28:48"
494;110;1;"2017-09-22 10:28:48"
495;110;1;"2017-09-22 10:28:48"
496;110;1;"2017-09-22 10:28:48"
497;111;2;"2017-09-22 10:28:48"
498;111;2;"2017-09-22 10:28:48"
499;111;2;"2017-09-22 10:28:48"
500;111;2;"2017-09-22 10:28:48"
501;112;1;"2017-09-22 10:28:48"
502;112;1;"2017-09-22 10:28:48"
503;112;1;"2017-09-22 10:28:48"
504;112;1;"2017-09-22 10:28:48"
505;112;2;"2017-09-22 10:28:48"
506;112;2;"2017-09-22 10:28:48"
507;112;2;"2017-09-22 10:28:48"
508;113;2;"2017-09-22 10:28:48"
509;113;2;"2017-09-22 10:28:48"
510;113;2;"2017-09-22 10:28:48"
511;113;2;"2017-09-22 10:28:48"
512;114;1;"2017-09-22 10:28:48"
513;114;1;"2017-09-22 10:28:48"
514;114;1;"2017-09-22 10:28:48"
515;114;1;"2017-09-22 10:28:48"
516;114;2;"2017-09-22 10:28:48"
517;114;2;"2017-09-22 10:28:48"
518;114;2;"2017-09-22 10:28:48"
519;115;1;"2017-09-22 10:28:48"
520;115;1;"2017-09-22 10:28:48"
521;115;1;"2017-09-22 10:28:48"
522;115;2;"2017-09-22 10:28:48"
523;115;2;"2017-09-22 10:28:48"
524;115;2;"2017-09-22 10:28:48"
525;115;2;"2017-09-22 10:28:48"
526;116;1;"2017-09-22 10:28:48"
527;116;1;"2017-09-22 10:28:48"
528;116;2;"2017-09-22 10:28:48"
529;116;2;"2017-09-22 10:28:48"
530;116;2;"2017-09-22 10:28:48"
531;116;2;"2017-09-22 10:28:48"
532;117;1;"2017-09-22 10:28:48"
533;117;1;"2017-09-22 10:28:48"
534;117;1;"2017-09-22 10:28:48"
535;117;1;"2017-09-22 10:28:48"
536;117;2;"2017-09-22 10:28:48"
537;117;2;"2017-09-22 10:28:48"
538;118;1;"2017-09-22 10:28:48"
539;118;1;"2017-09-22 10:28:48"
540;118;1;"2017-09-22 10:28:48"
541;118;1;"2017-09-22 10:28:48"
542;118;2;"2017-09-22 10:28:48"
543;118;2;"2017-09-22 10:28:48"
544;119;1;"2017-09-22 10:28:48"
545;119;1;"2017-09-22 10:28:48"
546;119;1;"2017-09-22 10:28:48"
547;119;2;"2017-09-22 10:28:48"
548;119;2;"2017-09-22 10:28:48"
549;119;2;"2017-09-22 10:28:48"
550;119;2;"2017-09-22 10:28:48"
551;120;1;"2017-09-22 10:28:48"
552;120;1;"2017-09-22 10:28:48"
553;120;1;"2017-09-22 10:28:48"
554;121;1;"2017-09-22 10:28:48"
555;121;1;"2017-09-22 10:28:48"
556;121;1;"2017-09-22 10:28:48"
557;121;2;"2017-09-22 10:28:48"
558;121;2;"2017-09-22 10:28:48"
559;121;2;"2017-09-22 10:28:48"
560;122;1;"2017-09-22 10:28:48"
561;122;1;"2017-09-22 10:28:48"
562;122;1;"2017-09-22 10:28:48"
563;122;1;"2017-09-22 10:28:48"
564;122;2;"2017-09-22 10:28:48"
565;122;2;"2017-09-22 10:28:48"
566;122;2;"2017-09-22 10:28:48"
567;123;1;"2017-09-22 10:28:48"
568;123;1;"2017-09-22 10:28:48"
569;123;2;"2017-09-22 10:28:48"
570;123;2;"2017-09-22 10:28:48"
571;123;2;"2017-09-22 10:28:48"
572;124;2;"2017-09-22 10:28:48"
573;124;2;"2017-09-22 10:28:48"
574;124;2;"2017-09-22 10:28:48"
575;125;2;"2017-09-22 10:28:48"
576;125;2;"2017-09-22 10:28:48"
577;126;2;"2017-09-22 10:28:48"
578;126;2;"2017-09-22 10:28:48"
579;126;2;"2017-09-22 10:28:48"
580;127;1;"2017-09-22 10:28:48"
581;127;1;"2017-09-22 10:28:48"
582;127;1;"2017-09-22 10:28:48"
583;127;1;"2017-09-22 10:28:48"
584;127;2;"2017-09-22 10:28:48"
585;127;2;"2017-09-22 10:28:48"
586;127;2;"2017-09-22 10:28:48"
587;127;2;"2017-09-22 10:28:48"
588;129;1;"2017-09-22 10:28:48"
589;129;1;"2017-09-22 10:28:48"
590;129;1;"2017-09-22 10:28:48"
591;129;2;"2017-09-22 10:28:48"
592;129;2;"2017-09-22 10:28:48"
593;129;2;"2017-09-22 10:28:48"
594;130;1;"2017-09-22 10:28:48"
595;130;1;"2017-09-22 10:28:48"
596;130;2;"2017-09-22 10:28:48"
597;130;2;"2017-09-22 10:28:48"
598;130;2;"2017-09-22 10:28:48"
599;130;2;"2017-09-22 10:28:48"
600;131;1;"2017-09-22 10:28:48"
601;131;1;"2017-09-22 10:28:48"
602;131;1;"2017-09-22 10:28:48"
603;131;1;"2017-09-22 10:28:48"
604;131;2;"2017-09-22 10:28:48"
605;131;2;"2017-09-22 10:28:48"
606;132;1;"2017-09-22 10:28:48"
607;132;1;"2017-09-22 10:28:48"
608;132;1;"2017-09-22 10:28:48"
609;132;1;"2017-09-22 10:28:48"
610;132;2;"2017-09-22 10:28:48"
611;132;2;"2017-09-22 10:28:48"
612;133;1;"2017-09-22 10:28:48"
613;133;1;"2017-09-22 10:28:48"
614;133;2;"2017-09-22 10:28:48"
615;133;2;"2017-09-22 10:28:48"
616;134;2;"2017-09-22 10:28:48"
617;134;2;"2017-09-22 10:28:48"
618;134;2;"2017-09-22 10:28:48"
619;135;1;"2017-09-22 10:28:49"
620;135;1;"2017-09-22 10:28:49"
621;135;1;"2017-09-22 10:28:49"
622;135;2;"2017-09-22 10:28:49"
623;135;2;"2017-09-22 10:28:49"
624;135;2;"2017-09-22 10:28:49"
625;135;2;"2017-09-22 10:28:49"
626;136;1;"2017-09-22 10:28:49"
627;136;1;"2017-09-22 10:28:49"
628;136;1;"2017-09-22 10:28:49"
629;137;2;"2017-09-22 10:28:49"
630;137;2;"2017-09-22 10:28:49"
631;137;2;"2017-09-22 10:28:49"
632;137;2;"2017-09-22 10:28:49"
633;138;1;"2017-09-22 10:28:49"
634;138;1;"2017-09-22 10:28:49"
635;138;2;"2017-09-22 10:28:49"
636;138;2;"2017-09-22 10:28:49"
637;138;2;"2017-09-22 10:28:49"
638;139;1;"2017-09-22 10:28:49"
639;139;1;"2017-09-22 10:28:49"
640;139;1;"2017-09-22 10:28:49"
641;139;1;"2017-09-22 10:28:49"
642;139;2;"2017-09-22 10:28:49"
643;139;2;"2017-09-22 10:28:49"
644;140;1;"2017-09-22 10:28:49"
645;140;1;"2017-09-22 10:28:49"
646;140;2;"2017-09-22 10:28:49"
647;140;2;"2017-09-22 10:28:49"
648;140;2;"2017-09-22 10:28:49"
649;141;1;"2017-09-22 10:28:49"
650;141;1;"2017-09-22 10:28:49"
651;141;1;"2017-09-22 10:28:49"
652;141;2;"2017-09-22 10:28:49"
653;141;2;"2017-09-22 10:28:49"
654;142;1;"2017-09-22 10:28:49"
655;142;1;"2017-09-22 10:28:49"
656;142;1;"2017-09-22 10:28:49"
657;142;2;"2017-09-22 10:28:49"
658;142;2;"2017-09-22 10:28:49"
659;143;1;"2017-09-22 10:28:49"
660;143;1;"2017-09-22 10:28:49"
661;143;1;"2017-09-22 10:28:49"
662;143;1;"2017-09-22 10:28:49"
663;143;2;"2017-09-22 10:28:49"
664;143;2;"2017-09-22 10:28:49"
